Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-11 08:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-05-11 08:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,MISSION,NONE,100 Block of LIBERTY ST,-122.424597699062,37.7575507679091
2015-05-11 08:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,PARK,NONE,1600 Block of GROVE ST,-122.443795899939,37.7752430361844
2015-05-11 08:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,SOUTHERN,NONE,700 Block of NATOMA ST,-122.412904380868,37.775998180531204
2015-05-11 08:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TARAVAL,NONE,1200 Block of 8TH AV,-122.465378582035,37.7650057282953
2015-05-11 07:46:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,EXCEPTIONAL CLEARANCE,26TH ST / MISSION ST,-122.41813729050101,37.7490413093633
2015-05-11 07:44:00,ASSAULT,ATTEMPTED HOMICIDE WITH BODILY FORCE,Monday,MISSION,"ARREST, BOOKED",100 Block of CAPP ST,-122.418549940195,37.7642837095036
2015-05-11 07:30:00,KIDNAPPING,FALSE IMPRISONMENT,Monday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.42094190608499,37.787596162201204
2015-05-11 07:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1900 Block of NEWCOMB AV,-122.396375879604,37.7388993554661
2015-05-11 07:30:00,ROBBERY,"SHOPLIFTING, FORCE AGAINST AGENT",Monday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.42094190608499,37.787596162201204
2015-05-11 07:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,9TH AV / MORAGA ST,-122.465790589615,37.7565820397026
2015-05-11 07:03:00,ROBBERY,"ROBBERY, BODILY FORCE",Monday,MISSION,NONE,24TH ST / POTRERO AV,-122.40633841268499,37.7530042877223
2015-05-11 07:01:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Monday,NORTHERN,NONE,1300 Block of STEINER ST,-122.434137606289,37.7816850865094
2015-05-11 07:00:00,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Monday,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.40749684872,37.7795496260755
2015-05-11 07:00:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.40749684872,37.7795496260755
2015-05-11 06:57:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,BAYVIEW,NONE,1000 Block of REVERE AV,-122.379861894951,37.7258888173403
2015-05-11 06:57:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,BAYVIEW,NONE,1000 Block of REVERE AV,-122.379861894951,37.7258888173403
2015-05-11 06:50:00,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,200 Block of FRONT ST,-122.39876543637399,37.7936235572001
2015-05-11 06:44:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866
2015-05-11 06:44:00,OTHER OFFENSES,RESISTING ARREST,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866
2015-05-11 06:44:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866
2015-05-11 05:50:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,CENTRAL,NONE,0 Block of POST ST,-122.40234658611601,37.789003338213895
2015-05-11 05:11:00,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Monday,MISSION,NONE,300 Block of ALABAMA ST,-122.41242272529,37.7648250318431
2015-05-11 05:00:00,ARSON,ARSON,Monday,SOUTHERN,"ARREST, BOOKED",200 Block of FOLSOM ST,-122.392347671978,37.7890603555993
2015-05-11 04:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402246029097,37.7810888153345
2015-05-11 04:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE,0 Block of CHURCH ST,-122.42911002787201,37.769898832341106
2015-05-11 04:02:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED",2ND ST / BRYANT ST,-122.393622739343,37.783079119147104
2015-05-11 04:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,100 Block of DELTA ST,-122.40764043636,37.7175580927015
2015-05-11 04:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,2800 Block of SCOTT ST,-122.440398084753,37.7959973657205
2015-05-11 03:42:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE,1300 Block of IRVING ST,-122.472243335378,37.76383136085
2015-05-11 03:42:00,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Monday,TARAVAL,NONE,1300 Block of IRVING ST,-122.472243335378,37.76383136085
2015-05-11 03:00:00,MISSING PERSON,MISSING ADULT,Monday,SOUTHERN,NONE,1100 Block of MISSION ST,-122.412834332129,37.7777903094246
2015-05-11 02:52:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,MISSION,"ARREST, BOOKED",FOLSOM ST / ERIE ST,-122.415613440278,37.7693628812304
2015-05-11 02:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,LINCOLN WY / 14TH AV,-122.471799827428,37.765686698829796
2015-05-11 02:24:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,MISSION,NONE,1600 Block of BRYANT ST,-122.41061605982901,37.766238070453
2015-05-11 02:13:00,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Monday,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
2015-05-11 02:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,BAYVIEW,"ARREST, BOOKED",OAKDALE AV / LOOMIS ST,-122.40430877307699,37.7425218927281
2015-05-11 02:00:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,NORTHERN,NONE,SACRAMENTO ST / VANNESS AV,-122.422516966616,37.7912889898479
2015-05-11 02:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,BELCHER ST / 14TH ST,-122.43008226056699,37.7676627490086
2015-05-11 01:32:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE,JACKSON ST / POWELL ST,-122.40990058903401,37.795617118662
2015-05-11 01:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.41135913835699,37.7764944808779
2015-05-11 01:15:00,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.41135913835699,37.7764944808779
2015-05-11 01:15:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.41135913835699,37.7764944808779
2015-05-11 01:10:00,TRESPASS,TRESPASSING,Monday,PARK,"ARREST, BOOKED",4000 Block of 17TH ST,-122.43582405386499,37.7625528315766
2015-05-11 01:04:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,TARAVAL,"ARREST, BOOKED",ULLOA ST / LENOX WY,-122.46612320150601,37.741042450967
2015-05-11 01:04:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,TARAVAL,"ARREST, BOOKED",ULLOA ST / LENOX WY,-122.46612320150601,37.741042450967
2015-05-11 01:04:00,WARRANTS,WARRANT ARREST,Monday,TARAVAL,"ARREST, BOOKED",ULLOA ST / LENOX WY,-122.46612320150601,37.741042450967
2015-05-11 01:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,CENTRAL,NONE,600 Block of JONES ST,-122.41316280209601,37.7870801005292
2015-05-11 01:00:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,RICHMOND,NONE,3900 Block of CLAY ST,-122.45822348408899,37.7877164970154
2015-05-11 01:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,PARK,NONE,HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
2015-05-11 00:57:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,CENTRAL,"ARREST, BOOKED",SUTTER ST / POWELL ST,-122.408597386677,37.789224205873
2015-05-11 00:52:00,NON-CRIMINAL,FIRE REPORT,Monday,BAYVIEW,NONE,2400 Block of GRIFFITH ST,-122.386437671186,37.7191834462785
2015-05-11 00:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,2400 Block of SAN JOSE AV,-122.44781718568899,37.719229458451295
2015-05-11 00:29:00,WARRANTS,PROBATION SEARCH,Monday,BAYVIEW,NONE,PENNSYLVANIA AV / 22ND ST,-122.393123359873,37.7576508232124
2015-05-11 00:29:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,BAYVIEW,NONE,PENNSYLVANIA AV / 22ND ST,-122.393123359873,37.7576508232124
2015-05-11 00:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / OAKDALE AV,-122.392217325531,37.7356625997558
2015-05-11 00:10:00,TRESPASS,TRESPASSING,Monday,NORTHERN,NONE,600 Block of OCTAVIA ST,-122.42479069995599,37.77785856257729
2015-05-11 00:05:00,NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,NONE,22ND AV / BALBOA ST,-122.48124622456301,37.7764474435046
2015-05-11 00:01:00,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,500 Block of BROADWAY ST,-122.406460643507,37.7979466732983
2015-05-11 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2015-05-11 00:01:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,300 Block of LINDEN ST,-122.423580316315,37.776271276589604
2015-05-11 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,0 Block of HATTIE ST,-122.440942789065,37.7613658877424
2015-05-11 00:01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,NORTHERN,NONE,400 Block of LARKIN ST,-122.417312387265,37.7819132275955
2015-05-11 00:01:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,TENDERLOIN,NONE,300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2015-05-11 00:01:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,RICHMOND,NONE,CLEMENT ST / 32ND AV,-122.492374470766,37.7816741486722
2015-05-03 23:46:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of 4TH ST,-122.399833846531,37.781043217933394
2015-05-03 23:46:00,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of 4TH ST,-122.399833846531,37.781043217933394
2015-05-03 23:46:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of 4TH ST,-122.399833846531,37.781043217933394
2015-05-03 23:35:00,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Sunday,BAYVIEW,NONE,0 Block of HUDSON CT,-122.379213826356,37.732368620468
2015-05-03 23:20:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,NORTHERN,"ARREST, BOOKED",2300 Block of FRANCISCO ST,-122.443896423391,37.800854169611505
2015-05-03 23:18:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2015-05-03 23:18:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,NONE,MASONIC AV / FULTON ST,-122.446472679005,37.775801594391204
2015-05-03 23:03:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED",GENEVA AV / LONDON ST,-122.440253342983,37.716040010784894
2015-05-03 23:02:00,ASSAULT,BATTERY,Sunday,NORTHERN,"ARREST, BOOKED",2400 Block of FRANCISCO ST,-122.44553112168998,37.800534873085496
2015-05-03 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,200 Block of ELSIE ST,-122.419372257763,37.7404136931145
2015-05-03 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,800 Block of HOWARD ST,-122.40389095544501,37.7824014072132
2015-05-03 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,0 Block of VALMAR TR,-122.423548336777,37.72682302194129
2015-05-03 23:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.41050060555901,37.8069630725944
2015-05-03 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.41050060555901,37.8069630725944
2015-05-03 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.41050060555901,37.8069630725944
2015-05-03 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,STOCKTON ST / NORTHPOINT ST,-122.41050060555901,37.8069630725944
2015-05-03 23:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE,POLK ST / FRANCISCO ST,-122.423277496376,37.8034124225745
2015-05-03 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,3RD ST / HOWARD ST,-122.400473580152,37.7850290611875
2015-05-03 22:55:00,MISSING PERSON,FOUND PERSON,Sunday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-05-03 22:55:00,MISSING PERSON,MISSING JUVENILE,Sunday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2015-05-03 22:50:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,TENDERLOIN,NONE,LARKIN ST / ELLIS ST,-122.417710344726,37.7842362877887
2015-05-03 22:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,1900 Block of 16TH AV,-122.473135698267,37.75156462130821
2015-05-03 22:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, BOOKED",24TH ST / SAN JOSE AV,-122.421598408178,37.7520477478734
2015-05-03 22:30:00,NON-CRIMINAL,AIDED CASE,Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-05-03 22:30:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-05-03 22:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,BRAZIL AV / LAGRANDE AV,-122.42547895155,37.7202325556594
2015-05-03 22:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,PARK,NONE,900 Block of ASHBURY ST,-122.445790251499,37.7646916029501
2015-05-03 22:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,BAYVIEW,NONE,200 Block of HESTER AV,-122.39801044683901,37.7129155598846
2015-05-03 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,FOLSOM ST / 11TH ST,-122.41402726268998,37.7718636177154
2015-05-03 21:44:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,BAYVIEW,"ARREST, BOOKED",4000 Block of 3RD ST,-122.388753046997,37.740736054835786
2015-05-03 21:35:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,SOUTHERN,NONE,100 Block of BRANNAN ST,-122.38904057367,37.7843212349417
2015-05-03 21:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-05-03 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,400 Block of POTRERO AV,-122.40743020918501,37.76382150236329
2015-05-03 21:25:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,NORTHERN,NONE,1500 Block of UNION ST,-122.424830541279,37.7985002276043
2015-05-03 21:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / PAUL AV,-122.40078457425699,37.723616775737
2015-05-03 21:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TARAVAL,NONE,2200 Block of 19TH AV,-122.47596451808799,37.74582688451989
2015-05-03 21:15:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
2015-05-03 21:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
2015-05-03 21:13:00,LIQUOR LAWS,POSSESSION OF ALCOHOL BY MINOR,Sunday,TARAVAL,"ARREST, BOOKED",3500 Block of 19TH AV,-122.474829475772,37.72397582348211
2015-05-03 21:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,1000 Block of SOUTH VAN NESS AV,-122.41657266748301,37.7563562905072
2015-05-03 21:00:00,MISSING PERSON,MISSING JUVENILE,Sunday,PARK,CLEARED-CONTACT JUVENILE FOR MORE INFO,1200 Block of PAGE ST,-122.44139370111401,37.771727314177106
2015-05-03 21:00:00,MISSING PERSON,FOUND PERSON,Sunday,PARK,CLEARED-CONTACT JUVENILE FOR MORE INFO,1200 Block of PAGE ST,-122.44139370111401,37.771727314177106
2015-05-03 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,300 Block of BENTON AV,-122.419242825601,37.73398395679671
2015-05-03 21:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,MISSION,NONE,400 Block of POTRERO AV,-122.40743020918501,37.76382150236329
2015-05-03 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,600 Block of DOUGLASS ST,-122.43873482238001,37.7530271684936
2015-05-03 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,800 Block of PACHECO ST,-122.469546792005,37.753565035114704
2015-05-03 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,SOUTHERN,NONE,HOWARD ST / 5TH ST,-122.404934413339,37.781498721321796
2015-05-03 20:55:00,ASSAULT,BATTERY,Sunday,MISSION,NONE,2900 Block of 23RD ST,-122.41158898537,37.7543133191277
2015-05-03 20:55:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,MISSION,NONE,2900 Block of 23RD ST,-122.41158898537,37.7543133191277
2015-05-03 20:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE,14TH AV / ULLOA ST,-122.47010439701401,37.7414237082254
2015-05-03 20:43:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087
2015-05-03 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,200 Block of 9TH AV,-122.467764477262,37.7837143848963
2015-05-03 20:28:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,TARAVAL,NONE,400 Block of VICTORIA ST,-122.465418865611,37.7188183405988
2015-05-03 20:21:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE,1700 Block of WASHINGTON ST,-122.422077244771,37.7932061828752
2015-05-03 20:06:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,PARK,NONE,WALLER ST / STANYAN ST,-122.45335464746901,37.7682463076665
2015-05-03 20:06:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,PARK,NONE,WALLER ST / STANYAN ST,-122.45335464746901,37.7682463076665
2015-05-03 20:05:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,PARK,NONE,BUENAVISTAEAST AV / DUBOCE AV,-122.43833833109301,37.7690066041599
2015-05-03 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,100 Block of NORTHPOINT ST,-122.40972358725901,37.8071154164975
2015-05-03 20:00:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Sunday,SOUTHERN,EXCEPTIONAL CLEARANCE,100 Block of STEUART ST,-122.39234976425699,37.7926450897756
2015-05-03 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,200 Block of 8TH ST,-122.41127194053699,37.776032950124396
2015-05-03 20:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,CENTRAL,NONE,600 Block of PINE ST,-122.406536677006,37.7913419604498
2015-05-03 20:00:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Sunday,TENDERLOIN,NONE,GOLDEN GATE AV / LARKIN ST,-122.41714684383601,37.781446350134004
2015-05-03 19:55:00,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2015-05-03 19:55:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2015-05-03 19:55:00,WARRANTS,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED",2000 Block of FOLSOM ST,-122.41527186145201,37.7641969133532
2015-05-03 19:55:00,WEAPON LAWS,"FIREARM, CARRYING LOADED WITH INTENT TO COMMIT FELONY",Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904
2015-05-03 19:51:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.413893155951,37.782346520672995
2015-05-03 19:51:00,OTHER OFFENSES,RESISTING ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.413893155951,37.782346520672995
2015-05-03 19:51:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.413893155951,37.782346520672995
2015-05-03 19:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, BOOKED",KEITH ST / ARMSTRONG AV,-122.39223639864299,37.7262238755332
2015-05-03 19:30:00,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-03 19:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-03 19:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-03 19:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-03 19:30:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Sunday,SOUTHERN,NONE,1700 Block of MARKET ST,-122.42218826142599,37.7726948236861
2015-05-03 19:30:00,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,POWELL ST / BAY ST,-122.411953083611,37.8058242949274
2015-05-03 19:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,4TH ST / BRYANT ST,-122.398063445395,37.77956584602929
2015-05-03 19:26:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,NONE,200 Block of 13TH ST,-122.41794921783399,37.769720863045706
2015-05-03 19:25:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2015-05-03 19:20:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,PARK,NONE,SHRADER ST / PAGE ST,-122.45205590938299,37.770311544715
2015-05-03 19:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,1800 Block of MONTGOMERY ST,-122.405198753901,37.805247004354
2015-05-03 19:12:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,CENTRAL,NONE,300 Block of COLUMBUS AV,-122.40752173092399,37.7983830790911
2015-05-03 19:05:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
2015-05-03 19:05:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,MISSION,NONE,20TH ST / CAPP ST,-122.41796448376002,37.7586968166489
2015-05-03 19:05:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
2015-05-03 19:05:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TENDERLOIN,"ARREST, BOOKED",HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
2015-05-03 19:03:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, BOOKED",SOUTH VAN NESS AV / 13TH ST,-122.417756708592,37.7698142360087
